procs -----------memory---------- ---swap-- -----io---- --system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in    cs us sy id wa
 1  0    144 2525708 117280 1245380    0    0     0     0 1010  3142 24  1 75  0
 1  0    144 2523908 117280 1245380    0    0     0     0 1014  2569 24  1 75  0
 1  0    144 2523780 117280 1245380    0    0     0    24 1013  2265 24  1 75  0
 1  0    144 2523788 117280 1245380    0    0     0     0 1010  2718 24  1 75  0
 1  0    144 2523788 117280 1245380    0    0     0    12 1014  2270 24  1 75  0
 1  0    144 2523788 117280 1245380    0    0     0     0 1012  2508 24  1 75  0
 1  0    144 2522692 117280 1245380    0    0     0     0 1010  2887 24  1 75  0
 1  0    144 2523524 117280 1245380    0    0     0    36 1014  2329 24  1 75  0
Mon Aug 18 15:40:35 PDT 2008
procs -----------memory---------- ---swap-- -----io---- --system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in    cs us sy id wa
 1  0    144 2523524 117280 1245380    0    0     1     9    3     2 10  1 88  0
 1  0    144 2523844 117280 1245380    0    0     0     0 1014  2660 24  1 75  0
 1  0    144 2523660 117280 1245380    0    0     0     0 1010  2541 24  1 75  0
 1  0    144 2523980 117280 1245380    0    0     0    34 1012  2941 24  1 75  0
 1  0    144 2523972 117280 1245380    0    0     0     0 1010  1661 24  1 75  0
 1  0    144 2524036 117280 1245380    0    0     0    32 1018  1927 24  1 75  0
 1  0    144 2524044 117280 1245380    0    0     0     0 1011  2709 24  1 75  0
 1  0    144 2524044 117280 1245380    0    0     0     0 1011  2177 24  1 75  0
 1  0    144 2524044 117280 1245380    0    0     0    12 1012  2538 24  1 75  0
 1  0    144 2522884 117280 1245380    0    0     0     0 1015  3175 24  1 75  0
 1  0    144 2524036 117280 1245380    0    0     0    24 1018  2022 24  1 75  0
 1  0    144 2524036 117280 1245380    0    0     0    32 1014  1648 24  1 75  0
 1  0    144 2524044 117280 1245380    0    0     0     0 1013  2463 24  1 75  0
 1  0    144 2524428 117280 1245380    0    0     0    12 1015  2952 24  1 75  0
 1  0    144 2524612 117280 1245380    0    0     0     0 1010  2570 24  1 75  0
 1  0    144 2524868 117280 1245380    0    0     0     6 1012  2247 24  1 75  0
 1  0    144 2525452 117280 1245380    0    0     0    20 1017  3533 24  1 75  0
 1  0    144 2526028 117280 1245380    0    0     0     0 1011  3159 24  1 75  0
 1  0    144 2526220 117280 1245380    0    0     0    12 1013  2822 24  1 75  0
 1  0    144 2523780 117280 1245640    0    0     0     0 1011  2410 24  1 74  0
 1  0    144 2523844 117280 1245640    0    0     0     0 1015  1790 24  1 75  0
procs -----------memory---------- ---swap-- -----io---- --system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in    cs us sy id wa
 1  0    144 2523844 117280 1245640    0    0     0    38 1014  3140 24  1 75  0
 1  0    144 2523852 117280 1245640    0    0     0     0 1010  2516 24  1 75  0
 1  0    144 2523852 117280 1245640    0    0     0    12 1012  2743 24  1 75  0
 1  0    144 2523844 117280 1245640    0    0     0     0 1014  2145 24  1 75  0
 1  0    144 2523716 117280 1245640    0    0     0     2 1011  2420 24  1 75  0
 1  0    144 2523660 117280 1245640    0    0     0    22 1013  2879 24  1 75  0
 1  0    144 2523660 117280 1245640    0    0     0    16 1016  2343 24  1 75  0
 1  0    144 2523596 117280 1245640    0    0     0     0 1012  2309 24  1 75  0
 1  0    144 2522948 117280 1245640    0    0     0    20 1012  2353 24  1 75  0
Mon Aug 18 15:41:34 PDT 2008
procs -----------memory---------- ---swap-- -----io---- --system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in    cs us sy id wa
 1  0    144 2522948 117280 1245640    0    0     1     9    3     2 10  1 88  0
 1  0    144 2522628 117280 1245640    0    0     0     0 1010  1747 24  1 75  0
 1  0    144 2522628 117280 1245640    0    0     0    52 1017  2512 24  1 75  0
 1  0    144 2522700 117280 1245640    0    0     0     2 1011  2205 24  1 75  0
 1  0    144 2522700 117280 1245640    0    0     0     0 1010  2169 24  1 75  0
 1  0    144 2521604 117280 1245640    0    0     0    14 1012  2410 24  1 75  0
 1  0    144 2522116 117280 1245640    0    0     0     0 1014  2107 24  1 75  0
 1  0    144 2522124 117280 1245640    0    0     0    32 1013  2133 24  1 75  0
 1  0    144 2522124 117280 1245640    0    0     0     0 1011  2574 24  1 75  0
 1  0    144 2522572 117280 1245640    0    0     0     0 1011  2845 24  1 75  0
 1  0    144 2523588 117280 1245640    0    0     0    16 1016  2854 24  1 75  0
 1  0    144 2523780 117280 1245640    0    0     0     0 1011  2448 24  1 75  0
 1  0    144 2523780 117280 1245640    0    0     0    20 1013  2447 24  1 75  0
 1  0    144 2523788 117280 1245640    0    0     0     0 1013  2638 24  1 75  0
 1  0    144 2523788 117280 1245640    0    0     0     0 1012  2901 24  1 75  0
 1  0    144 2523524 117280 1245640    0    0     0    16 1012  2236 24  1 75  0
 1  0    144 2523460 117280 1245640    0    0     0    32 1018  2259 24  1 75  0
 1  0    144 2523468 117280 1245640    0    0     0    28 1017  2626 24  1 75  0
 1  0    144 2523076 117280 1245640    0    0     0     0 1019  2775 24  1 75  0
 1  0    144 2523012 117280 1245640    0    0     0     0 1013  3004 24  1 75  0
 1  0    144 2521988 117280 1245640    0    0    26   196 1028  2356 24  1 74  0
procs -----------memory---------- ---swap-- -----io---- --system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in    cs us sy id wa
 1  0    144 2522052 117280 1245640    0    0     0     2 1024  2185 24  1 75  0
 1  0    144 2522244 117280 1245640    0    0     0     0 1010  4020 24  1 75  0
 1  0    144 2522828 117280 1245640    0    0     0    58 1020  3821 24  1 75  0
 1  0    144 2523212 117280 1245640    0    0     0     0 1021  3286 24  1 75  0
 1  0    144 2523780 117280 1245640    0    0     0    64 1027  3061 24  1 75  0
 1  0    144 2524804 117280 1245640    0    0     0     0 1018  2853 24  1 75  0
 1  0    144 2525452 117280 1245640    0    0     0     0 1021  2678 24  1 75  0
 1  0    144 2525772 117280 1245640    0    0     0    40 1025  2505 24  1 75  0
 1  0    144 2525580 117280 1245640    0    0     2     0 1018  2199 25  2 74  0
Mon Aug 18 15:42:32 PDT 2008
procs -----------memory---------- ---swap-- -----io---- --system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in    cs us sy id wa
 1  0    144 2525580 117280 1245640    0    0     1     9    3     2 10  1 88  0
 0  0    144 2574020 117280 1211580    0    0     0   278 1019   909 11  1 89  0
 0  0    144 2574020 117280 1211580    0    0     0     0 1011   167  0  0 100  0
 0  0    144 2574020 117280 1211580    0    0     0     0 1015   163  0  0 100  0
 0  0    144 2573964 117280 1211580    0    0     0   296 1025   164  0  0 100  0
 0  0    144 2573964 117280 1211580    0    0     0     0 1010   158  0  0 100  0
 0  0    144 2574028 117280 1211580    0    0     0     0 1010   193  0  0 100  0
 0  0    144 2573964 117280 1211580    0    0     0    26 1018   171  0  0 100  0
 0  0    144 2574036 117280 1211580    0    0     0     0 1010   156  0  0 100  0
 0  0    144 2574036 117280 1211580    0    0     0     8 1012   160  0  0 100  0
 0  0    144 2574100 117280 1211580    0    0     0     0 1010   161  0  0 100  0
 0  0    144 2574028 117280 1211580    0    0     0     0 1015   197  0  0 100  0
 0  0    144 2574156 117280 1211580    0    0     0    40 1014   163  0  0 100  0
 0  0    144 2574156 117280 1211580    0    0     0     0 1010   157  0  0 100  0
 0  0    144 2574164 117280 1211580    0    0     0     0 1012   164  0  0 100  0
 0  0    144 2574164 117280 1211580    0    0     0     8 1014   168  0  0 100  0
 0  0    144 2574028 117280 1211580    0    0     0     0 1010   181  0  0 100  0
 0  0    144 2574028 117280 1211580    0    0     0     4 1011   160  0  0 100  0
 0  0    144 2574100 117280 1211580    0    0     0    32 1018   169  0  0 100  0
 0  0    144 2574100 117280 1211580    0    0     0     0 1010   158  0  0 100  0
 0  0    144 2574100 117280 1211580    0    0     0     0 1010   159  0  0 100  0
procs -----------memory---------- ---swap-- -----io---- --system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in    cs us sy id wa
 0  0    144 2574028 117280 1211580    0    0     0    20 1013   200  0  0 100  0
 0  0    144 2574028 117280 1211580    0    0     0    24 1019   168  0  0 100  0
 0  0    144 2574028 117280 1211580    0    0     0     0 1010   156  0  0 100  0
 0  0    144 2574036 117280 1211580    0    0     0    18 1013   160  0  0 100  0
 0  0    144 2574036 117280 1211580    0    0     0     0 1011   160  0  0 100  0
 0  0    144 2573964 117280 1211580    0    0     0     0 1014   188  0  0 100  0
 0  0    144 2573964 117280 1211580    0    0     0    36 1015   162  0  0 100  0
 0  0    144 2573972 117280 1211580    0    0     0     0 1010   157  0  0 100  0
 0  0    144 2573972 117280 1211580    0    0     0     0 1012   159  0  0 100  0
Mon Aug 18 15:43:30 PDT 2008
procs -----------memory---------- ---swap-- -----io---- --system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in    cs us sy id wa
 0  0    144 2574036 117280 1211580    0    0     1     9    3     2 10  1 88  0
 0  0    144 2574036 117280 1211580    0    0     0    30 1014   169  0  0 100  0
 0  0    144 2574028 117280 1211580    0    0     0     0 1010   191  0  0 100  0
 0  0    144 2574092 117280 1211580    0    0     0     0 1010   158  0  0 100  0
 0  0    144 2574092 117280 1211580    0    0     0    28 1018   168  0  0 100  0
 0  0    144 2574036 117280 1211580    0    0     0     0 1010   159  0  0 100  0
 0  0    144 2574036 117280 1211580    0    0     0     0 1010   159  0  0 100  0
 0  0    144 2573964 117280 1211580    0    0     0    16 1013   189  0  0 100  0
 0  0    144 2573964 117280 1211580    0    0     0     0 1014   168  0  0 100  0
 0  0    144 2573972 117280 1211580    0    0     0     0 1011   155  0  0 100  0
 0  0    144 2573972 117280 1211580    0    0     0    68 1021   162  0  0 100  0
 0  0    144 2573972 117280 1211580    0    0     0     0 1010   159  0  0 100  0
 0  0    144 2573964 117280 1211580    0    0     0     0 1014   194  0  0 100  0
 0  0    144 2573900 117280 1211580    0    0     0    32 1014   164  0  0 100  0
 0  0    144 2573900 117280 1211580    0    0     0     0 1010   157  0  0 100  0
 0  0    144 2573908 117280 1211580    0    0     0     8 1014   166  0  0 100  0
 0  0    144 2573908 117280 1211580    0    0     0     0 1013   166  0  0 100  0
 0  0    144 2573836 117280 1211580    0    0     0     0 1010   180  0  0 100  0
 0  0    144 2573900 117280 1211580    0    0     0    28 1015   170  0  0 100  0
 0  0    144 2573908 117280 1211580    0    0     0     0 1014   163  0  0 100  0
 0  0    144 2573908 117280 1211580    0    0     0     0 1010   156  0  0 100  0
procs -----------memory---------- ---swap-- -----io---- --system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in    cs us sy id wa
 0  0    144 2573908 117280 1211580    0    0     0     8 1012   165  0  0 100  0
 0  0    144 2573900 117280 1211580    0    0     0     0 1010   183  0  0 100  0
 0  0    144 2573900 117280 1211580    0    0     0     4 1015   170  0  0 100  0
 0  0    144 2573900 117280 1211580    0    0     0    28 1014   158  0  0 100  0
 0  0    144 2573908 117280 1211580    0    0     0     0 1010   157  0  0 100  0
 0  0    144 2573908 117280 1211580    0    0     0     0 1010   158  0  0 100  0
 0  0    144 2573836 117280 1211580    0    0     0    22 1016   197  0  0 100  0
 0  0    144 2573836 117280 1211580    0    0     0    14 1014   160  0  0 100  0
 0  0    144 2573844 117280 1211580    0    0     0     0 1010   157  0  0 100  0
Mon Aug 18 15:44:28 PDT 2008
procs -----------memory---------- ---swap-- -----io---- --system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in    cs us sy id wa
 0  0    144 2573844 117280 1211580    0    0     1     9    3     2 10  1 88  0
 0  0    144 2573844 117280 1211580    0    0     0    46 1015   168  0  0 100  0
 0  0    144 2573844 117280 1211580    0    0     0     0 1013   162  0  0 100  0
 0  0    144 2573836 117280 1211580    0    0     0     0 1010   195  0  0 100  0
 0  0    144 2573836 117280 1211580    0    0     0    36 1015   166  0  0 100  0
 0  0    144 2573836 117280 1211580    0    0     0     0 1014   166  0  0 100  0
 0  0    144 2573844 117280 1211580    0    0     0     0 1010   157  0  0 100  0
 0  0    144 2573844 117280 1211580    0    0     0    10 1012   166  0  0 100  0
 0  0    144 2573772 117280 1211580    0    0     0     0 1010   184  0  0 100  0
 0  0    144 2573772 117280 1211580    0    0     0     2 1016   179  0  0 100  0
 0  0    144 2573844 117280 1211580    0    0     0    30 1014   157  0  0 100  0
 0  0    144 2573844 117280 1211580    0    0     0     2 1011   160  0  0 100  0
 0  0    144 2573844 117280 1211580    0    0     0     0 1010   158  0  0 100  0
 0  0    144 2572420 117284 1211576    0    0     0   144 1039   335  0  0 99  0
 0  0    144 2572292 117284 1211576    0    0     0     0 1022   174  0  0 100  0
 0  0    144 2572292 117284 1211576    0    0     0    60 1013   162  0  0 100  0
 0  0    144 2572300 117284 1211576    0    0     0   120 1023   162  0  0 100  0
 0  0    144 2572308 117284 1211576    0    0     0     0 1012   166  0  0 100  0
 0  0    144 2572300 117284 1211576    0    0     0    18 1013   191  0  0 99  1
 0  0    144 2572300 117284 1211576    0    0     0     0 1010   160  0  0 100  0
 0  0    144 2572372 117284 1211576    0    0     0     0 1014   165  0  0 100  0
procs -----------memory---------- ---swap-- -----io---- --system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in    cs us sy id wa
 0  0    144 2572372 117284 1211576    0    0     0    26 1013   163  0  0 100  0
 0  0    144 2571852 117284 1211576    0    0     0   130 1038   303  0  0 99  0
 0  0    144 2571780 117284 1211576    0    0     0     0 1010   183  0  0 100  0
 0  0    144 2571780 117284 1211576    0    0     0     0 1014   167  0  0 100  0
 0  0    144 2571788 117284 1211576    0    0     0    32 1014   160  0  0 100  0
 0  0    144 2571860 117284 1211576    0    0     0     0 1010   156  0  0 100  0
 0  0    144 2571860 117284 1211576    0    0     0     0 1010   161  0  0 100  0
 0  0    144 2572044 117284 1211576    0    0     0    14 1016   199  0  0 100  0
 0  0    144 2572044 117284 1211576    0    0     0     2 1011   160  0  0 100  0
Mon Aug 18 15:45:26 PDT 2008
procs -----------memory---------- ---swap-- -----io---- --system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in    cs us sy id wa
 0  0    144 2572108 117284 1211576    0    0     1     9    3     2 10  1 88  0
 0  0    144 2572116 117284 1211576    0    0     0     0 1010   155  0  0 100  0
 0  0    144 2572116 117284 1211576    0    0     0    46 1015   168  0  0 100  0
 0  0    144 2572180 117284 1211576    0    0     0     0 1012   163  0  0 100  0
 0  0    144 2572172 117284 1211576    0    0     0     0 1010   180  0  0 100  0
 0  0    144 2572620 117284 1211576    0    0     0   124 1025   165  0  0 100  0
 0  0    144 2572620 117284 1211576    0    0     0     0 1014   164  0  0 100  0
 0  0    144 2572500 117284 1211576    0    0     0     0 1010   162  0  0 100  0
 0  0    144 2572500 117284 1211576    0    0     0    10 1012   162  0  0 100  0
 0  0    144 2571844 117284 1211576    0    0     0   150 1039   334  1  0 99  0
 0  0    144 2571844 117284 1211576    0    0     0     0 1015   167  0  0 100  0
 0  0    144 2571852 117284 1211576    0    0     0     0 1010   157  0  0 100  0
 0  0    144 2571860 117284 1211576    0    0     0    24 1019   169  0  0 100  0
 0  0    144 2571860 117284 1211576    0    0     0     0 1014   164  0  0 100  0
 0  0    144 2571852 117284 1211576    0    0     0     0 1018   198  0  0 100  0
 0  0    144 2571852 117284 1211576    0    0     0    32 1027   185  0  0 100  0
 0  0    144 2571852 117284 1211576    0    0     0     0 1023   176  0  0 100  0
 0  0    144 2571924 117284 1211576    0    0     0     2 1025   189  0  0 100  0
 0  0    144 2571924 117284 1211576    0    0     0     8 1014   167  0  0 100  0
 0  0    144 2571532 117284 1211576    0    0     0     0 1086   561  0  0 100  0
 0  0    144 2571532 117284 1211576    0    0     0     4 1011   158  0  0 100  0
procs -----------memory---------- ---swap-- -----io---- --system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in    cs us sy id wa
 0  0    144 2571540 117284 1211576    0    0     0    48 1018   167  0  0 100  0
 0  0    144 2571476 117284 1211576    0    0     0   114 1022   162  0  0 100  0
 0  0    144 2571476 117284 1211576    0    0     0     0 1025   183  0  0 100  0
